Wavelength,Intensity
695.42447103017821,2377
695.4345711129929,2361
695.4446708991793,2320
695.45477038871434,2300
695.4648695815755,2297
695.47496847773959,2255
695.48506707718388,2196
695.49516537988563,2190
695.50526338582154,2163
695.51536109496908,2149
695.52545850730553,2144
695.53555562280746,2115
695.54565244145249,2082
695.55574896321752,2043
695.56584518807972,2043
695.57594111601634,2043
695.5860367470043,2037
695.596132081021,1979
695.60622711804342,1979
695.61632185804888,1960
695.62641630101416,1951
695.63651044691676,1951
695.64660429573382,1976
695.65669784744216,1998
695.66679110201937,1998
695.67688405944216,1969
695.68697671968812,1934
695.69706908273417,1924
695.70716114855747,1902
695.71725291713528,1890
695.72734438844464,1870
695.73743556246279,1869
695.7475264391669,1810
695.75761701853423,1810
695.76770730054182,1814
695.77779728516691,1814
695.78788697238667,1772
695.79797636217825,1772
695.80806545451878,1772
695.81815424938554,1694
695.82824274675568,1687
695.83833094660633,1591
695.84841884891489,1581
695.85850645365849,1591
695.86859376081406,1578
695.8786807703591,1572
695.88876748227062,1564
695.89885389652579,1572
695.9089400131021,1587
695.91902583197646,1600
695.929111353126,1615
695.93919657652839,1610
695.94928150216026,1622
695.95936612999924,1610
695.96945046002236,1593
695.97953449220688,1590
695.98961822653018,1590
695.99970166296919,1586
696.00978480150116,1586
696.01986764210335,1586
696.02995018475326,1581
696.04003242942792,1556
696.05011437610426,1548
696.0601960247601,1505
696.07027737537214,1503
696.08035842791787,1503
696.09043918237444,1506
696.10051963871922,1516
696.11059979692925,1506
696.12067965698213,1488
696.13075921885468,1469
696.14083848252426,1488
696.15091744796825,1469
696.1609961151637,1430
696.17107448408808,1430
696.18115255471866,1430
696.19123032703237,1426
696.20130780100692,1417
696.21138497661912,1417
696.22146185384645,1391
696.23153843266618,1386
696.2416147130557,1386
696.251690694992,1365
696.26176637845253,1341
696.27184176341439,1341
696.28191684985507,1330
696.29199163775183,1344
696.30206612708184,1344
696.31214031782224,1344
696.32221420995063,1349
696.332287803444,1355
696.34236109827987,1357
696.35243409443558,1357
696.362506791888,1334
696.3725791906146,1323
696.382651290593,1314
696.39272309180012,1316
696.40279459421345,1314
696.41286579781013,1297
696.42293670256754,1296
696.43300730846317,1276
696.443077615474,1276
696.45314762357748,1272
696.4632173327509,1272
696.4732867429716,1288
696.483355854217,1288
696.49342466646419,1239
696.50349317969062,1236
696.51356139387349,1235
696.52362930899,1223
696.53369692501815,1228
696.54376424193447,1196
696.55383125971662,1196
696.563897978342,1190
696.57396439778779,1167
696.58403051803134,1153
696.59409633905011,1147
696.60416186082125,1147
696.61422708332225,1127
696.62429200653025,1127
696.63435663042287,1135
696.64442095497725,1135
696.65448498017088,1133
696.66454870598079,1133
696.67461213238482,1138
696.68467525935989,1138
696.6947380868836,1137
696.70480061493322,1133
696.714862843486,1133
696.72492477251944,1123
696.734986402011,1123
696.74504773193769,1123
696.75510876227725,1123
696.765169493007,1124
696.77522992410388,1140
696.78529005554572,1140
696.79534988730973,1127
696.8054094193734,1124
696.815468651714,1124
696.8255275843087,1124
696.8355862171353,1097
